PAOC_label,SEX_label,PINCP,MARHYP,PAP
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years only,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children under 6 years and 6 to 17 years,Female,0,2005,0
Females with own children 6 to 17 years only,Female,-6000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,523000,2006,0
Females with own children 6 to 17 years only,Female,521000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,521000,2006,0
Females with own children 6 to 17 years only,Female,521000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,298000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,280000,2006,0
Females with own children under 6 years only,Female,260000,2006,0
Females with own children under 6 years only,Female,234000,2006,0
Females with own children 6 to 17 years only,Female,230000,2006,0
Females with own children 6 to 17 years only,Female,201200,2006,0
Females with own children under 6 years and 6 to 17 years,Female,200000,2006,0
Females with own children under 6 years only,Female,185600,2006,0
Females with own children 6 to 17 years only,Female,181400,2006,0
Females with own children 6 to 17 years only,Female,180000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,172000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,170000,2006,0
Females with own children 6 to 17 years only,Female,163000,2006,0
Females with own children 6 to 17 years only,Female,157000,2006,0
Females with own children 6 to 17 years only,Female,150000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,144000,2006,0
Females with own children 6 to 17 years only,Female,141000,2006,0
Females with own children 6 to 17 years only,Female,135500,2006,0
Females with own children 6 to 17 years only,Female,134400,2006,0
Females with own children 6 to 17 years only,Female,132700,2006,0
Females with own children under 6 years and 6 to 17 years,Female,130000,2006,0
Females with own children 6 to 17 years only,Female,120600,2006,0
Females with own children 6 to 17 years only,Female,120000,2006,0
Females with own children 6 to 17 years only,Female,115000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,110000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,110000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,110000,2006,0
Females with own children 6 to 17 years only,Female,106000,2006,0
Females with own children 6 to 17 years only,Female,104000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,103000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,101000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,100000,2006,0
Females with own children 6 to 17 years only,Female,96000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,95000,2006,0
Females with own children 6 to 17 years only,Female,92000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,91000,2006,0
Females with own children 6 to 17 years only,Female,90800,2006,0
Females with own children 6 to 17 years only,Female,90000,2006,0
Females with own children 6 to 17 years only,Female,85000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,84000,2006,0
Females with own children 6 to 17 years only,Female,80000,2006,0
Females with own children 6 to 17 years only,Female,78000,2006,0
Females with own children 6 to 17 years only,Female,77000,2006,0
Females with own children 6 to 17 years only,Female,77000,2006,0
Females with own children under 6 years only,Female,76000,2006,0
Females with own children 6 to 17 years only,Female,75000,2006,0
Females with own children 6 to 17 years only,Female,75000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,75000,2006,0
Females with own children 6 to 17 years only,Female,75000,2006,3000
Females with own children 6 to 17 years only,Female,74000,2006,0
Females with own children 6 to 17 years only,Female,73700,2006,0
Females with own children 6 to 17 years only,Female,71000,2006,0
Females with own children 6 to 17 years only,Female,70000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,68000,2006,0
Females with own children under 6 years only,Female,67000,2006,0
Females with own children 6 to 17 years only,Female,66000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,65000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,65000,2006,0
Females with own children 6 to 17 years only,Female,64000,2006,0
Females with own children under 6 years and 6 to 17 years,Female,64000,2006,0
Females with own children 6 to 17 years only,Female,64000,2006,0
Females with own children 6 to 17 years only,Female,61000,2006,0
Females with own children under 6 years only,Female,60000,2006,0
Females with own children 6 to 17 years only,Female,60000,2006,0
Females with own children 6 to 17 years only,Female,60000,2006,0
